
                              SATURN  

            Time        a        Q        e      peri       i        M      node     oblq       q        r        x        y        z       vx       vy       vz   
          9.1334702  9.53599 10.04758 0.053648 338.6919   2.4878  57.0928 113.6382   2.4878   9.0244   9.2783 -8.38795  3.95703  0.26493 -0.00267 -0.00506  0.00019
          9.2429843  9.53468 10.04581 0.053608 338.5489   2.4879  58.5704 113.6394   2.4879   9.0235   9.2889 -8.49239  3.75358  0.27263 -0.00255 -0.00511  0.00019
          9.3086927  9.53398 10.04494 0.053594 338.4681   2.4879  59.4516 113.6401   2.4879   9.0230   9.2954 -8.55264  3.63044  0.27717 -0.00247 -0.00515  0.00019
          9.3744011  9.53334 10.04417 0.053583 338.3947   2.4879  60.3260 113.6405   2.4879   9.0225   9.3019 -8.61109  3.50654  0.28166 -0.00240 -0.00518  0.00019
          9.4401095  9.53271 10.04340 0.053572 338.3214   2.4880  61.2004 113.6409   2.4880   9.0220   9.3085 -8.66771  3.38191  0.28608 -0.00232 -0.00521  0.00018
          9.5496235  9.53167 10.04217 0.053558 338.2005   2.4880  62.6569 113.6413   2.4880   9.0212   9.3196 -8.75800  3.17261  0.29332 -0.00219 -0.00526  0.00018
          9.6153320  9.53102 10.04138 0.053548 338.1258   2.4880  63.5335 113.6412   2.4880   9.0207   9.3262 -8.80972  3.04614  0.29759 -0.00212 -0.00528  0.00018
          9.6810404  9.53029 10.04053 0.053539 338.0418   2.4880  64.4190 113.6414   2.4880   9.0201   9.3330 -8.85959  2.91904  0.30178 -0.00204 -0.00531  0.00017
          9.7467488  9.52957 10.03975 0.053536 337.9553   2.4880  65.3063 113.6417   2.4880   9.0194   9.3397 -8.90760  2.79133  0.30592 -0.00196 -0.00533  0.00017
          9.8124572  9.52893 10.03913 0.053542 337.8756   2.4880  66.1865 113.6419   2.4880   9.0187   9.3465 -8.95375  2.66304  0.30999 -0.00188 -0.00536  0.00017
          9.9219713  9.52801 10.03832 0.053559 337.7567   2.4880  67.6397 113.6421   2.4880   9.0177   9.3579 -9.02651  2.44802  0.31664 -0.00175 -0.00539  0.00016
          9.9876797  9.52755 10.03799 0.053575 337.6963   2.4880  68.5006 113.6423   2.4880   9.0171   9.3648 -9.06767  2.31832  0.32053 -0.00168 -0.00541  0.00016
         10.0533881  9.52719 10.03776 0.053591 337.6466   2.4880  69.3516 113.6422   2.4880   9.0166   9.3718 -9.10696  2.18815  0.32437 -0.00160 -0.00543  0.00016
         10.1190965  9.52679 10.03743 0.053600 337.5967   2.4880  70.2037 113.6420   2.4880   9.0162   9.3787 -9.14435  2.05753  0.32813 -0.00152 -0.00545  0.00016
         10.2286105  9.52595 10.03664 0.053611 337.4945   2.4880  71.6429 113.6420   2.4880   9.0153   9.3904 -9.20249  1.83890  0.33425 -0.00139 -0.00548  0.00015
         10.2943190  9.52537 10.03610 0.053618 337.4241   2.4880  72.5152 113.6421   2.4880   9.0146   9.3974 -9.23484  1.70722  0.33784 -0.00131 -0.00549  0.00015
         10.3600274  9.52471 10.03550 0.053628 337.3457   2.4880  73.3955 113.6421   2.4880   9.0139   9.4044 -9.26531  1.57519  0.34135 -0.00123 -0.00551  0.00014
         10.4257358  9.52404 10.03495 0.053644 337.2626   2.4880  74.2794 113.6424   2.4880   9.0131   9.4115 -9.29387  1.44284  0.34479 -0.00115 -0.00552  0.00014
         10.5352498  9.52309 10.03439 0.053690 337.1409   2.4880  75.7348 113.6426   2.4880   9.0118   9.4234 -9.33727  1.22164  0.35038 -0.00102 -0.00554  0.00014
         10.6009582  9.52265 10.03423 0.053722 337.0830   2.4880  76.5935 113.6422   2.4880   9.0111   9.4305 -9.36077  1.08858  0.35363 -0.00094 -0.00555  0.00013
         10.6666667  9.52228 10.03416 0.053756 337.0329   2.4880  77.4444 113.6418   2.4880   9.0104   9.4376 -9.38238  0.95530  0.35681 -0.00086 -0.00556  0.00013
         10.7323751  9.52197 10.03416 0.053790 336.9906   2.4880  78.2879 113.6412   2.4880   9.0098   9.4448 -9.40209  0.82183  0.35992 -0.00078 -0.00556  0.00013
         10.7980835  9.52171 10.03419 0.053822 336.9555   2.4880  79.1251 113.6403   2.4880   9.0092   9.4520 -9.41991  0.68820  0.36296 -0.00070 -0.00557  0.00013
         10.9075975  9.52115 10.03407 0.053871 336.8842   2.4879  80.5332 113.6390   2.4879   9.0082   9.4640 -9.44538  0.46520  0.36786 -0.00057 -0.00558  0.00012
         10.9733060  9.52078 10.03398 0.053904 336.8371   2.4879  81.3818 113.6386   2.4879   9.0076   9.4712 -9.45814  0.33126  0.37070 -0.00049 -0.00558  0.00012
         11.0390144  9.52045 10.03398 0.053940 336.7955   2.4879  82.2249 113.6381   2.4879   9.0069   9.4784 -9.46900  0.19727  0.37347 -0.00041 -0.00558  0.00011
         11.1047228  9.52012 10.03399 0.053977 336.7542   2.4879  83.0674 113.6377   2.4879   9.0063   9.4856 -9.47797  0.06323  0.37616 -0.00033 -0.00559  0.00011
         11.2142368  9.51969 10.03419 0.054046 336.6988   2.4879  84.4575 113.6372   2.4879   9.0052   9.4977 -9.48873 -0.16016  0.38048 -0.00020 -0.00558  0.00011
         11.2799452  9.51955 10.03442 0.054086 336.6798   2.4879  85.2782 113.6365   2.4879   9.0047   9.5050 -9.49268 -0.29417  0.38297 -0.00013 -0.00558  0.00010
         11.3456537  9.51939 10.03460 0.054122 336.6597   2.4879  86.1005 113.6356   2.4879   9.0042   9.5122 -9.49475 -0.42811  0.38539 -0.00005 -0.00558  0.00010
         11.4113621  9.51918 10.03472 0.054158 336.6357   2.4879  86.9266 113.6348   2.4879   9.0036   9.5195 -9.49494 -0.56197  0.38773  0.00003 -0.00558  0.00010
